epoch,task,loss_avg,loss_test,acc_test,all_acc,best_acc,smi,tdi
0.0,0.0,28.956454585014008,5.321735112274629,1.24569927368132,0.9240863096613223,0.9240863096613223,,
1.0,0.0,10.108673141616622,5.2244465355435015,1.2142276313659521,0.6976851637942983,0.9240863096613223,,
2.0,0.0,5.374315290025637,5.062049700657905,2.428800803639308,1.7188005359700596,1.7188005359700596,,
3.0,0.0,4.464358976431653,4.8369646574820315,5.768211773001641,4.495679896502334,4.495679896502334,,
4.0,0.0,4.1487536431023555,4.726970069376135,7.52431488491238,6.3068890634385255,6.3068890634385255,,
5.0,0.0,3.921528891923381,4.598204241389594,9.440223168891078,7.734602411865268,7.734602411865268,,
6.0,0.0,3.814053287261062,4.517463651865748,10.7746941521649,9.240863096613223,9.240863096613223,,
7.0,0.0,3.663496278081245,4.477037156322373,11.506474335873971,9.827657903248163,9.827657903248163,,
8.0,0.0,3.6649535224807805,4.436316363395262,12.625626858748735,10.483759183107702,10.483759183107702,,
9.0,0.0,3.54489162912322,4.40871715721128,13.246257129608656,11.089035715935868,11.089035715935868,0.23007316645234824,
10.0,1.0,3.6313530202050948,4.321148482062145,15.003645394279673,13.570207457376519,13.570207457376519,,
11.0,1.0,3.578316424721095,4.243169661667277,16.00088642090761,14.096936653883473,14.096936653883473,,
12.0,1.0,3.499286603369755,4.2174253858382205,16.302269040414018,14.669870165873492,14.669870165873492,,
13.0,1.0,3.453331180654838,4.150851538184599,17.762217107972575,15.797255463660306,15.797255463660306,,
14.0,1.0,3.3891575023316536,4.146753120157195,17.41383712304272,15.815737189853532,15.815737189853532,,
15.0,1.0,3.3437944350866347,4.114619476084064,17.745575128674112,16.522663216744444,16.522663216744444,,
16.0,1.0,3.354396341295434,4.105740382059387,17.63135618253387,16.76292565725639,16.76292565725639,,
17.0,1.0,3.2871259195635796,4.061960803533336,18.84741341148085,17.42826780021254,17.42826780021254,,
18.0,1.0,3.2767234432982177,4.052851115296746,19.232541616122365,17.377443053181167,17.42826780021254,,
19.0,1.0,3.264726325269946,4.037702456851578,19.948594401977957,17.580742041306657,17.580742041306657,0.265033620223403,0.301096982373966
20.0,2.0,3.44009844133058,3.980052840998521,20.369118026995444,19.729242711269233,19.729242711269233,,
21.0,2.0,3.3574385920868854,3.954258328829186,21.399729449672577,20.08501594048884,20.08501594048884,,
22.0,2.0,3.343073527318058,3.9096399849272574,21.72233243124861,20.288314928614334,20.288314928614334,,
23.0,2.0,3.3237448964899947,3.90584307821685,22.951085745666443,20.704153767961927,20.704153767961927,,
24.0,2.0,3.267463442755532,3.92029258683582,22.3235374463376,20.34838053874232,20.704153767961927,,
25.0,2.0,3.244579802495223,3.892997478961454,22.941286925251454,20.736496788800075,20.736496788800075,,
26.0,2.0,3.24406375275523,3.8594754819922485,22.62940786503396,20.976759229312016,20.976759229312016,,
27.0,2.0,3.2075790489427525,3.8395551737905875,23.511854173511132,21.24936469066211,21.24936469066211,,
28.0,2.0,3.161459343361302,3.8663320024666143,23.37355050979449,21.184678648985816,21.24936469066211,,
29.0,2.0,3.193322224557051,3.8243189964045334,23.560745975254964,21.974772443746247,21.974772443746247,0.2354436844587326,0.295781393136297
30.0,3.0,3.356460217653762,3.7587063002011325,24.263315068320924,23.03285126830846,23.03285126830846,,
31.0,3.0,3.306750272808613,3.731196381110267,24.352358515967925,23.59192348565356,23.59192348565356,,
32.0,3.0,3.2752227573185024,3.7302918258800646,24.491794415130826,23.59192348565356,23.59192348565356,,
33.0,3.0,3.245029295167297,3.7652688571176234,24.451928794649685,23.365522339786537,23.59192348565356,,
34.0,3.0,3.221324855169727,3.7022495065387018,26.048866146695065,24.058587072032527,24.058587072032527,,
35.0,3.0,3.192710894830517,3.6940189902621356,25.872083045159492,24.280367786351245,24.280367786351245,,
36.0,3.0,3.1693596751565254,3.6870417647636833,26.40095141884858,24.69620662569884,24.69620662569884,,
37.0,3.0,3.1470276343534405,3.7110322354377963,25.63471639784595,23.966178441066397,24.69620662569884,,
38.0,3.0,3.160837429005377,3.7156810518080383,24.921867274384688,23.762879452940904,24.69620662569884,,
39.0,3.0,3.142175544366973,3.6685372803677856,26.169675357726128,23.96155800951809,24.69620662569884,0.24358583875000478,0.27978788577873287
40.0,4.0,3.27836800186614,3.6547901550618014,25.712859176945592,25.657256387746614,25.657256387746614,,
41.0,4.0,3.213419572252114,3.629873408894814,26.50803321509777,26.63678787598762,26.63678787598762,,
42.0,4.0,3.1984085217577665,3.620435719889162,27.16008339779624,26.858568590306334,26.858568590306334,,
43.0,4.0,3.1678181895986275,3.6219156927871046,27.351134858893744,26.844707295661415,26.858568590306334,,
44.0,4.0,3.204499664075854,3.583992066722587,27.3253339533683,27.011042831400452,27.011042831400452,,
45.0,4.0,3.1537047856463705,3.6324992429185343,26.273713369756955,25.994547890773,27.011042831400452,,
