epoch,task,loss_avg,loss_test,acc_test,all_acc,best_acc,smi,tdi
46.0,4.0,3.120763174263836,3.6132503263434996,26.29605604183695,26.290255509864622,27.011042831400452,,
47.0,4.0,3.130522872036027,3.5736177170393177,27.38555339894193,26.91863420043432,27.011042831400452,,
48.0,4.0,3.102198903540895,3.5985099824103655,26.36052681853941,26.21170817354341,27.011042831400452,,
49.0,4.0,3.0988414059559197,3.6041831940861884,26.708218239834043,26.165503858060344,27.011042831400452,0.23445236794650554,0.27572953407400347
50.0,0.0,3.270351871019065,3.438575615009655,29.389201362390814,28.397172295892435,28.397172295892435,,
51.0,0.0,3.2436205961306888,3.4082375237980775,29.245832390729113,28.286281938733076,28.397172295892435,,
52.0,0.0,3.1870796548470954,3.4183939593385437,29.582896917217475,28.240077623250013,28.397172295892435,,
53.0,0.0,3.1786484462813616,3.386445722014424,29.23855073226223,28.277041075636465,28.397172295892435,,
54.0,0.0,3.1401316488669586,3.4079114955053464,28.441779289708727,27.76417317377443,28.397172295892435,,
55.0,0.0,3.1157762572258902,3.3856398869179154,30.0091862026785,28.618953010211154,28.618953010211154,,
56.0,0.0,3.118727216689925,3.390659906839191,29.937579566796607,28.36482927505429,28.618953010211154,,
57.0,0.0,3.0823202179660143,3.3866739469154545,29.15498690444944,28.531164810793328,28.618953010211154,,
58.0,0.0,3.074652993838202,3.397921944290578,29.146346040958186,27.95823129880331,28.618953010211154,,
59.0,0.0,3.0852645837910635,3.385190028147001,29.064528549400997,27.953610867255,28.618953010211154,0.22281847279518843,0.2693270219442172
60.0,1.0,3.1846847445584325,3.3339298600644547,30.833039978369765,29.79716305502934,29.79716305502934,,
61.0,1.0,3.1677601357417773,3.3233335409126292,31.14043039576321,29.931155569930233,29.931155569930233,,
62.0,1.0,3.14358791432068,3.303153066465781,31.564029498075918,30.499468650371945,30.499468650371945,,
63.0,1.0,3.0929243094634202,3.29338234519034,32.02135497163254,30.319271819987986,30.499468650371945,,
64.0,1.0,3.089422407073344,3.310223898032902,30.88730705263088,29.44138982580973,30.499468650371945,,
65.0,1.0,3.056594127103139,3.3327804296487025,30.790197105781097,29.044032712655362,30.499468650371945,,
66.0,1.0,3.0359007789510972,3.3077485773413167,30.819402520895352,29.067134870396895,30.499468650371945,,
67.0,1.0,3.045287267578231,3.284194182035739,31.499542116812385,29.9080534121887,30.499468650371945,,
68.0,1.0,3.015848529232993,3.320659165387783,31.34332918252922,29.312017742457144,30.499468650371945,,
69.0,1.0,3.010476289686096,3.2699678664058958,31.591154732358756,29.940396433026844,30.499468650371945,0.2602529525756836,0.28465603843448667
70.0,2.0,3.151856948880167,3.2828280597546824,31.39506029009873,31.067781730813657,31.067781730813657,,
71.0,2.0,3.12720786021633,3.234812699169332,32.87431571488576,31.520584022547705,31.520584022547705,,
72.0,2.0,3.1016129524506004,3.256504864524037,33.389556562478234,31.617613085062146,31.617613085062146,,
73.0,2.0,3.0832854454958527,3.2668341446322082,32.56352447529612,31.409693665388346,31.617613085062146,,
74.0,2.0,3.0707120774946226,3.2560158612783283,32.390191242029324,30.93840964746107,31.617613085062146,,
75.0,2.0,3.051363904577721,3.215091186776289,33.074424100623254,31.428175391581572,31.617613085062146,,
76.0,2.0,3.026558021997928,3.2435222888233985,32.43890292949788,31.104745183200112,31.617613085062146,,
77.0,2.0,3.0325568985224267,3.1928547031702097,32.61435690296894,31.469759275516335,31.617613085062146,,
78.0,2.0,3.0033552780853827,3.2124735376846223,32.72669772753779,30.850621448043245,31.617613085062146,,
79.0,2.0,2.993374230133985,3.25132124012867,31.720126876394982,30.102111537217578,31.617613085062146,0.2344476915895939,0.2866156301328114
80.0,3.0,3.1491301836177046,3.21984386366843,33.29417692449714,32.26909393337338,32.26909393337338,,
81.0,3.0,3.1198238082929377,3.195164330199637,34.64362610618172,32.85126830846001,32.85126830846001,,
82.0,3.0,3.0774513539182062,3.2127184479102224,33.5438623583099,32.51859723698193,32.85126830846001,,
83.0,3.0,3.076226982678586,3.1834001480153136,34.4736876068223,33.01298341265074,33.01298341265074,,
84.0,3.0,3.0474159928838285,3.1799885947543975,34.11792751635512,32.560181120916695,33.01298341265074,,
85.0,3.0,3.043812820858385,3.1835107147090547,34.02676143955743,31.84401423092917,33.01298341265074,,
86.0,3.0,3.0019872931108917,3.2159502919386993,33.000338274317,31.197153814166242,33.01298341265074,,
87.0,3.0,3.0289444137659727,3.1786522262553545,34.10643292157086,32.80044356142864,33.01298341265074,,
88.0,3.0,3.0047639079672144,3.1649470813890357,34.012500568450974,32.592524141754836,33.01298341265074,,
89.0,3.0,3.009985465632483,3.1642789693124422,33.87182057426082,32.25523263872846,33.01298341265074,0.23856245167553425,0.27337172741198357
90.0,4.0,3.119488918541975,3.2584003533042876,32.48173569085242,32.301436954211525,33.01298341265074,,
91.0,4.0,3.0728663149422135,3.2521272717819256,32.39585852343682,32.6387284572379,33.01298341265074,,
92.0,4.0,3.085667182025017,3.2311042825693326,32.747961884271334,32.62024673104468,33.01298341265074,,
93.0,4.0,3.0433754833793087,3.2595034621969368,32.77028091217484,32.731137088204036,33.01298341265074,,
94.0,4.0,3.017648257015712,3.2516454435680266,31.61726926489818,31.996488472023287,33.01298341265074,,
95.0,4.0,3.008505014294414,3.24294106377314,32.40808185068814,32.15358314466571,33.01298341265074,,
96.0,4.0,2.9848858132633764,3.26162360928576,31.727399642267166,32.08889710298942,33.01298341265074,,
97.0,4.0,3.004895907990007,3.244281420046478,32.71441346984142,32.68955320426928,33.01298341265074,,
98.0,4.0,2.987025771711566,3.227333306712308,32.860453019733384,32.25523263872846,33.01298341265074,,
99.0,4.0,2.9808776347190107,3.225961164209564,32.92690071969393,32.64796932033452,33.01298341265074,0.23275570943951607,0.2640182038246117
