epoch,task,loss_avg,loss_test,acc_test,all_acc,best_acc,smi,tdi
27.0,2.0,3.2220596128740007,4.095575532640441,16.209722183535497,15.04126896297321,15.04126896297321,,
28.0,2.0,3.216079778936174,4.106860624124165,16.323959238370275,14.930603587402592,15.04126896297321,,
29.0,2.0,3.1534231762848206,4.070075796602642,16.79960302507235,15.525429981094666,15.525429981094666,0.3065532572567463,0.3572551834842433
30.0,3.0,3.5236369515789883,3.9984173421969222,18.5338066534249,16.72891594042514,16.72891594042514,,
31.0,3.0,3.3937437890343163,3.9181437121029794,19.175595162741672,17.277631760962787,17.277631760962787,,
32.0,3.0,3.2799391088993177,3.915919544554511,18.749284743646115,16.927191404989163,17.277631760962787,,
33.0,3.0,3.331522627181477,3.8899567109358393,20.452070605561424,17.720293263245264,17.720293263245264,,
34.0,3.0,3.3093672457006234,3.903594161910488,19.623896031163014,17.010190436667127,17.720293263245264,,
35.0,3.0,3.1985076015079867,3.890185210528164,19.166368018699856,17.729515377876147,17.729515377876147,,
36.0,3.0,3.1478913199531737,3.888307897440768,20.0012568510404,17.554295199889335,17.729515377876147,,
37.0,3.0,3.149397500554721,3.8995697101303413,19.04079678669918,16.987135150089916,17.729515377876147,,
38.0,3.0,3.0993528662522634,3.8636331715233942,20.437204119535995,17.67879374740628,17.729515377876147,,
39.0,3.0,3.037890235630293,3.8519688330518647,20.031475579004073,17.724904320560704,17.729515377876147,0.3335827745497227,0.3410318341197037
40.0,4.0,3.470327110528946,3.866913556561505,20.642565448975553,18.997556139622816,18.997556139622816,,
41.0,4.0,3.3432506896654766,3.8086881006897544,21.458606747544398,19.57393830405312,19.57393830405312,,
42.0,4.0,3.2747930496230957,3.802967773293857,20.52319471139959,19.209664776133167,19.57393830405312,,
43.0,4.0,3.296040473937988,3.836413599869291,20.632189584912854,19.039055655461798,19.57393830405312,,
44.0,4.0,3.234610631747851,3.772368827086615,21.7148414613919,19.790657997878913,19.790657997878913,,
45.0,4.0,3.1716872048775357,3.8026671127415645,20.216235154630336,19.27421957854936,19.790657997878913,,
46.0,4.0,3.126755223631858,3.770178437202378,20.92224424693255,19.454050813851616,19.790657997878913,,
47.0,4.0,3.168523528933526,3.8196879336163314,19.57739189759443,18.62406049707198,19.790657997878913,,
48.0,4.0,3.1252907536294723,3.7943940595768924,21.156925596869932,19.1589431456633,19.790657997878913,,
49.0,4.0,3.048883397989803,3.7610221219953983,21.16663844948729,19.40794024069719,19.790657997878913,0.33733720034360887,0.3514843785156638
50.0,5.0,3.4189990494468,3.7922072280783707,21.807789357352963,21.178586249827084,21.178586249827084,,
51.0,5.0,3.372018866631719,3.7830673332900404,21.80695277965305,21.671969382579427,21.671969382579427,,
52.0,5.0,3.250156522324591,3.708088411006736,23.860247044056045,22.880066399225342,22.880066399225342,,
53.0,5.0,3.1894190833351828,3.719880864347496,22.773361381179342,22.285240005533268,22.880066399225342,,
54.0,5.0,3.2089781480317163,3.7420934234897856,22.96133297878302,22.47890441278185,22.880066399225342,,
55.0,5.0,3.128587200662102,3.7523866629890756,22.55425432895199,21.96707705076774,22.880066399225342,,
56.0,5.0,3.118166144808133,3.755358651139469,22.694555250560295,20.98031078526306,22.880066399225342,,
57.0,5.0,3.0987115016417066,3.7535891218061854,21.979192183441352,21.28002951076682,22.880066399225342,,
58.0,5.0,3.0319161948627897,3.714466509909259,23.12167328864544,22.086964540969245,22.880066399225342,,
59.0,5.0,3.0497608419596545,3.7367027788690272,22.243611221630527,21.289251625397704,22.880066399225342,0.2893851101398468,0.30619680706192465
60.0,6.0,3.3595142259067963,3.6252874576589624,23.911734402562733,23.165951952782773,23.165951952782773,,
61.0,6.0,3.3181008554564584,3.6123311821000557,24.474780600013993,23.244339927145294,23.244339927145294,,
62.0,6.0,3.2574648385481404,3.5774924366501137,24.991952153375657,23.793055747682942,23.793055747682942,,
63.0,6.0,3.169049150890774,3.548147749154041,24.798792537429257,24.23571724996542,24.23571724996542,,
64.0,6.0,3.1813979281451967,3.56371880388457,24.16626403007907,23.507170194125514,24.23571724996542,,
65.0,6.0,3.1290463703088087,3.549362714666105,24.401290373083604,23.50255913681007,24.23571724996542,,
66.0,6.0,3.1016287000347877,3.531536145559348,24.450319379045304,24.24032830728086,24.24032830728086,,
67.0,6.0,3.049019343879488,3.5386702726559625,24.172978800923943,23.931387467146216,24.24032830728086,,
68.0,6.0,3.02953085199751,3.5606938794429723,24.917702779134128,23.631668741642457,24.24032830728086,,
69.0,6.0,3.0344882512766906,3.5456222672897404,25.071233912263523,24.028219670770508,24.24032830728086,0.2943205088376999,0.3302995707537677
70.0,7.0,3.2931394944380203,3.4904987764889106,26.016662129688626,25.40231475077235,25.40231475077235,,
71.0,7.0,3.236051127025059,3.4549738177467026,27.020088583407386,25.047263337483283,25.40231475077235,,
72.0,7.0,3.176357893043094,3.4212952276921653,26.74160989273267,25.259371973993638,25.40231475077235,,
73.0,7.0,3.105368609199448,3.4114314002529573,26.53991149637933,25.425370037349563,25.425370037349563,,
74.0,7.0,3.0871920668965287,3.416466171060531,26.530522635891522,24.876654216811914,25.425370037349563,,
75.0,7.0,3.0987894164588714,3.3908559250039145,27.3740361645353,25.58675704339005,25.58675704339005,,
76.0,7.0,3.0698150578472347,3.415110648615042,27.339443416069592,25.522202240973854,25.58675704339005,,
77.0,7.0,2.99981238787704,3.400381071154456,26.88738258225529,25.39770369345691,25.58675704339005,,
78.0,7.0,2.991874868890596,3.392846410047283,26.610533480553293,24.858209987550147,25.58675704339005,,
79.0,7.0,2.9650336110989253,3.387819061719063,27.029649859219944,25.070318624060498,25.58675704339005,0.2929061591625214,0.322095176205039
80.0,8.0,3.2902886962758173,3.4542733352723567,27.355768505939558,25.86803153963204,25.86803153963204,,
81.0,8.0,3.1880337004529107,3.3996667405940513,27.58811802808548,26.490524277216768,26.490524277216768,,
82.0,8.0,3.1373468494680194,3.405291507285235,27.450574016030764,26.578134366210172,26.578134366210172,,
83.0,8.0,3.167106965396139,3.3920709701645846,27.79837480227125,26.716466085673446,26.716466085673446,,
84.0,8.0,3.060412294003698,3.386755110002562,28.065102283329054,26.522801678424862,26.716466085673446,,
85.0,8.0,3.03567158375846,3.4009902803619747,27.599621740515495,25.997141144464425,26.716466085673446,,
86.0,8.0,3.0128799625900053,3.3966212525697737,26.573443959760187,26.06169594688062,26.716466085673446,,
87.0,8.0,2.9938195899062685,3.4342147022131533,25.840370160390997,25.121040254530364,26.716466085673446,,
88.0,8.0,2.9975126861201393,3.385193256972529,27.799991908813872,26.527412735740306,26.716466085673446,,
89.0,8.0,2.988447686367565,3.4208925921941296,26.29171016556027,25.761977221376863,26.716466085673446,0.30269562676548956,0.35008249017927384
90.0,9.0,3.3347711903254194,3.365763902897838,26.71075881980782,27.472679485406005,27.472679485406005,,
91.0,9.0,3.3030617246038707,3.3529543131174364,27.205651068052912,27.31129247936552,27.472679485406005,,
92.0,9.0,3.207827495372656,3.3138320111498794,28.947447914147922,28.270392400977546,28.270392400977546,,
93.0,9.0,3.211840360410285,3.3526182291605062,27.856032655605578,27.394291511043484,28.270392400977546,,
94.0,9.0,3.1252013372307887,3.2729581796154728,29.30169399152271,28.64388804352838,28.64388804352838,,
95.0,9.0,3.099775789634887,3.284745025275428,29.952556252967515,28.408724120440816,28.64388804352838,,
96.0,9.0,3.0856219187838767,3.2561580356094666,29.70006191281672,28.79144187762254,28.79144187762254,,
97.0,9.0,3.081095017888329,3.2967631110758027,28.913990477618984,28.159727025406927,28.79144187762254,,
98.0,9.0,3.0593672960421423,3.254792313049981,30.31270372899898,28.62083275695117,28.79144187762254,,
99.0,9.0,3.0429187037655803,3.2749185574115325,29.349039283394564,28.062894821782635,28.79144187762254,0.29782148599624636,0.31353863756707373
